코드,날짜,종가
OIL_CL,2018-08-08 00:00:00,66.94
OIL_CL,2018-08-07 00:00:00,69.17
OIL_CL,2018-08-06 00:00:00,69.01
OIL_CL,2018-08-03 00:00:00,68.49
OIL_CL,2018-08-02 00:00:00,68.96
OIL_CL,2018-08-01 00:00:00,67.66
OIL_CL,2018-07-31 00:00:00,68.76
OIL_CL,2018-07-30 00:00:00,70.13
OIL_CL,2018-07-27 00:00:00,68.69
OIL_CL,2018-07-26 00:00:00,69.61
OIL_CL,2018-07-25 00:00:00,69.3
OIL_CL,2018-07-24 00:00:00,68.52
OIL_CL,2018-07-23 00:00:00,67.89
OIL_CL,2018-07-20 00:00:00,70.46
OIL_CL,2018-07-19 00:00:00,69.46
OIL_CL,2018-07-18 00:00:00,68.76
OIL_CL,2018-07-17 00:00:00,68.08
OIL_CL,2018-07-16 00:00:00,68.06
OIL_CL,2018-07-13 00:00:00,71.01
OIL_CL,2018-07-12 00:00:00,70.33
OIL_CL,2018-07-11 00:00:00,70.38
OIL_CL,2018-07-10 00:00:00,74.11
OIL_CL,2018-07-09 00:00:00,73.85
OIL_CL,2018-07-06 00:00:00,73.8
OIL_CL,2018-07-05 00:00:00,72.94
OIL_CL,2018-07-03 00:00:00,74.14
OIL_CL,2018-07-02 00:00:00,73.94
OIL_CL,2018-06-29 00:00:00,74.15
OIL_CL,2018-06-28 00:00:00,73.45
OIL_CL,2018-06-27 00:00:00,72.76
OIL_CL,2018-06-26 00:00:00,70.53
OIL_CL,2018-06-25 00:00:00,68.08
OIL_CL,2018-06-22 00:00:00,68.58
OIL_CL,2018-06-21 00:00:00,65.54
OIL_CL,2018-06-20 00:00:00,65.71
OIL_CL,2018-06-19 00:00:00,65.07
OIL_CL,2018-06-18 00:00:00,65.85
OIL_CL,2018-06-15 00:00:00,65.06
OIL_CL,2018-06-14 00:00:00,66.89
OIL_CL,2018-06-13 00:00:00,66.64
OIL_CL,2018-06-12 00:00:00,66.36
OIL_CL,2018-06-11 00:00:00,66.1
OIL_CL,2018-06-08 00:00:00,65.74
OIL_CL,2018-06-07 00:00:00,65.95
OIL_CL,2018-06-06 00:00:00,64.73
OIL_CL,2018-06-05 00:00:00,65.52
OIL_CL,2018-06-04 00:00:00,64.75
OIL_CL,2018-06-01 00:00:00,65.81
OIL_CL,2018-05-31 00:00:00,67.04
OIL_CL,2018-05-30 00:00:00,68.21
OIL_CL,2018-05-29 00:00:00,66.73
OIL_CL,2018-05-25 00:00:00,67.88
OIL_CL,2018-05-24 00:00:00,70.71
OIL_CL,2018-05-23 00:00:00,71.84
OIL_CL,2018-05-22 00:00:00,72.13
OIL_CL,2018-05-21 00:00:00,72.24
OIL_CL,2018-05-18 00:00:00,71.28
OIL_CL,2018-05-17 00:00:00,71.49
OIL_CL,2018-05-16 00:00:00,71.49
OIL_CL,2018-05-15 00:00:00,71.31
OIL_CL,2018-05-14 00:00:00,70.96
OIL_CL,2018-05-11 00:00:00,70.7
OIL_CL,2018-05-10 00:00:00,71.36
OIL_CL,2018-05-09 00:00:00,71.14
OIL_CL,2018-05-08 00:00:00,69.06
OIL_CL,2018-05-07 00:00:00,70.73
OIL_CL,2018-05-04 00:00:00,69.72
OIL_CL,2018-05-03 00:00:00,68.43
OIL_CL,2018-05-02 00:00:00,67.93
OIL_CL,2018-05-01 00:00:00,67.25
